# Simulation 1 (Up to date)
# 1236 data points written for 16 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mach number (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
6.911,315.645,8.853,-10.015,31.868,3.526e-4,3.365,0.305,45,4.058e-4,9.805,1.385,-3.639e-7,21.532,0.003,0.031
6.921,315.733,8.753,-10.015,31.902,3.534e-4,3.362,0.292,45,4.063e-4,9.805,1.304,0,21.898,0.003,0.03
6.931,315.82,8.653,-10.015,31.936,3.542e-4,3.359,0.28,45,4.067e-4,9.805,1.224,0,22.231,0.003,0.03
6.941,315.906,8.553,-10.014,31.969,3.55e-4,3.356,0.268,45,4.071e-4,9.805,1.144,6.41e-7,22.531,0.004,0.03
6.951,315.991,8.453,-10.013,32.003,3.557e-4,3.354,0.257,45,4.076e-4,9.805,1.073,-4.316e-7,22.799,0.004,0.03
6.961,316.075,8.353,-10.004,32.036,3.565e-4,3.351,0.262,45,4.08e-4,9.805,1.163,0,23.065,0.004,0.029
6.971,316.158,8.253,-9.995,32.07,3.573e-4,3.349,0.267,45,4.084e-4,9.805,1.255,0,23.349,0.004,0.029
6.981,316.24,8.153,-9.987,32.103,3.58e-4,3.346,0.272,45,4.088e-4,9.805,1.35,0,23.651,0.003,0.029
6.991,316.321,8.053,-9.978,32.137,3.588e-4,3.343,0.276,45,4.093e-4,9.805,1.446,-9.647e-7,23.971,0.003,0.029
7.001,316.401,7.953,-9.969,32.17,3.595e-4,3.34,0.281,45,4.097e-4,9.805,1.543,0,24.309,0.003,0.028
7.011,316.48,7.854,-9.96,32.203,3.603e-4,3.337,0.285,45,4.101e-4,9.805,1.638,0,24.663,0.003,0.028
7.021,316.558,7.754,-9.952,32.237,3.61e-4,3.335,0.289,45,4.105e-4,9.805,1.735,4.042e-7,25.033,0.003,0.028
7.031,316.636,7.654,-9.944,32.27,3.617e-4,3.332,0.293,45,4.11e-4,9.805,1.834,4.762e-7,25.417,0.003,0.028
7.041,316.712,7.555,-9.935,32.303,3.625e-4,3.329,0.297,45,4.114e-4,9.805,1.934,0,25.816,0.003,0.027
7.051,316.787,7.456,-9.927,32.337,3.632e-4,3.326,0.301,45,4.118e-4,9.805,2.037,-7.762e-7,26.229,0.002,0.027
7.061,316.861,7.357,-9.918,32.37,3.639e-4,3.323,0.306,45,4.122e-4,9.805,2.154,5.115e-7,26.658,0.002,0.027
7.071,316.934,7.257,-9.909,32.403,3.646e-4,3.32,0.311,45,4.127e-4,9.805,2.272,0,27.102,0.002,0.027
7.081,317.006,7.158,-9.9,32.436,3.654e-4,3.316,0.316,45,4.131e-4,9.805,2.392,4.75e-7,27.562,0.002,0.026
7.091,317.077,7.059,-9.891,32.469,3.661e-4,3.313,0.32,45,4.135e-4,9.805,2.514,-5.998e-7,28.037,0.002,0.026
7.101,317.147,6.961,-9.882,32.503,3.668e-4,3.31,0.325,45,4.139e-4,9.805,2.641,0,28.526,0.002,0.026
7.111,317.216,6.862,-9.871,32.536,3.675e-4,3.307,0.334,45,4.143e-4,9.805,2.824,0,29.036,0.002,0.026
7.121,317.284,6.763,-9.859,32.569,3.682e-4,3.303,0.343,45,4.148e-4,9.805,3.008,-3.849e-7,29.573,0.001,0.026
7.131,317.351,6.665,-9.848,32.602,3.689e-4,3.3,0.352,45,4.152e-4,9.805,3.193,3.839e-7,30.134,0.002,0.025
7.141,317.418,6.566,-9.837,32.635,3.696e-4,3.296,0.36,45,4.156e-4,9.805,3.38,0,30.718,0.001,0.025
7.151,317.483,6.468,-9.826,32.668,3.702e-4,3.293,0.368,45,4.16e-4,9.805,3.562,0,31.326,0.001,0.025
7.161,317.547,6.37,-9.819,32.701,3.709e-4,3.289,0.368,45,4.164e-4,9.805,3.655,-3.426e-7,31.943,0.001,0.025
7.171,317.61,6.271,-9.813,32.733,3.716e-4,3.285,0.368,45,4.169e-4,9.805,3.75,-7.587e-7,32.561,0.001,0.025
7.181,317.672,6.173,-9.806,32.766,3.723e-4,3.282,0.368,45,4.173e-4,9.805,3.846,-3.568e-7,33.179,0.001,0.024
7.191,317.734,6.075,-9.8,32.799,3.729e-4,3.278,0.368,45,4.177e-4,9.805,3.943,0,33.797,9.626e-4,0.024
7.201,317.794,5.977,-9.794,32.832,3.736e-4,3.274,0.368,45,4.181e-4,9.805,4.035,0,34.414,9.599e-4,0.024
7.211,317.853,5.879,-9.793,32.865,3.743e-4,3.271,0.358,45,4.185e-4,9.805,4.007,-3.41e-7,35.016,8.283e-4,0.024
7.221,317.911,5.782,-9.793,32.897,3.749e-4,3.267,0.348,45,4.189e-4,9.805,3.981,-4.228e-7,35.593,8.043e-4,0.023
7.231,317.969,5.684,-9.792,32.93,3.756e-4,3.264,0.339,45,4.194e-4,9.805,3.958,-4.11e-7,36.146,8.147e-4,0.023
7.241,318.025,5.586,-9.792,32.963,3.763e-4,3.26,0.33,45,4.198e-4,9.805,3.937,0,36.675,8.308e-4,0.023
7.251,318.08,5.488,-9.791,32.995,3.769e-4,3.257,0.322,45,4.202e-4,9.805,3.926,0,37.182,6.955e-4,0.022
7.261,318.135,5.39,-9.785,33.028,3.776e-4,3.254,0.321,45,4.206e-4,9.805,4.025,0,37.678,6.656e-4,0.022
7.271,318.188,5.292,-9.779,33.06,3.782e-4,3.251,0.321,45,4.21e-4,9.805,4.129,0,38.173,6.439e-4,0.022
7.281,318.241,5.194,-9.773,33.093,3.788e-4,3.248,0.32,45,4.214e-4,9.805,4.236,-4.364e-7,38.667,4.812e-4,0.022
7.291,318.292,5.097,-9.767,33.125,3.795e-4,3.244,0.32,45,4.218e-4,9.805,4.349,0,39.16,5.024e-4,0.022
7.301,318.343,4.999,-9.761,33.158,3.801e-4,3.241,0.319,45,4.223e-4,9.805,4.464,0,39.653,5.036e-4,0.021
7.311,318.392,4.901,-9.757,33.19,3.808e-4,3.238,0.317,45,4.227e-4,9.805,4.547,-4.03e-7,40.141,3.634e-4,0.021
7.321,318.441,4.804,-9.752,33.222,3.814e-4,3.235,0.314,45,4.231e-4,9.805,4.635,0,40.624,3.213e-4,0.021
7.331,318.488,4.706,-9.748,33.255,3.82e-4,3.232,0.312,45,4.235e-4,9.805,4.729,0,41.1,1.586e-4,0.021
7.341,318.535,4.609,-9.743,33.287,3.827e-4,3.229,0.31,45,4.239e-4,9.805,4.83,0,41.57,1.884e-4,0.02
7.351,318.58,4.511,-9.738,33.319,3.833e-4,3.225,0.308,45,4.243e-4,9.805,4.938,3.67e-7,42.036,1.85e-4,0.02
7.361,318.625,4.414,-9.732,33.351,3.839e-4,3.222,0.307,45,4.247e-4,9.805,5.069,-4.892e-7,42.499,-3.459e-5,0.02
7.371,318.669,4.317,-9.726,33.384,3.845e-4,3.219,0.306,45,4.251e-4,9.805,5.207,-5.5e-7,42.96,-1.071e-4,0.02
7.381,318.711,4.22,-9.72,33.416,3.851e-4,3.216,0.306,45,4.255e-4,9.805,5.352,0,43.42,-7.012e-5,0.02
7.391,318.753,4.122,-9.714,33.448,3.858e-4,3.213,0.305,45,4.26e-4,9.805,5.505,-4.847e-7,43.88,-2.238e-4,0.019
7.401,318.794,4.025,-9.707,33.48,3.864e-4,3.21,0.305,45,4.264e-4,9.805,5.669,4.313e-7,44.339,-1.741e-4,0.019
7.411,318.834,3.928,-9.697,33.512,3.87e-4,3.207,0.31,45,4.268e-4,9.805,5.919,0,44.804,-2.969e-4,0.019
7.421,318.872,3.831,-9.687,33.544,3.876e-4,3.204,0.314,45,4.272e-4,9.805,6.175,0,45.281,-3.901e-4,0.019
7.431,318.91,3.735,-9.676,33.576,3.882e-4,3.201,0.318,45,4.276e-4,9.805,6.438,-7.366e-7,45.768,-5.425e-4,0.019
7.441,318.947,3.638,-9.666,33.608,3.888e-4,3.198,0.323,45,4.28e-4,9.805,6.707,0,46.267,-4.482e-4,0.019
7.451,318.983,3.541,-9.655,33.64,3.894e-4,3.194,0.327,45,4.284e-4,9.805,6.982,-4.356e-7,46.775,-5.387e-4,0.018
7.461,319.018,3.445,-9.645,33.672,3.9e-4,3.191,0.331,45,4.288e-4,9.805,7.251,0,47.294,-4.933e-4,0.018
7.471,319.052,3.348,-9.634,33.704,3.906e-4,3.188,0.335,45,4.292e-4,9.805,7.526,0,47.82,-6.08e-4,0.018
7.481,319.085,3.252,-9.623,33.736,3.912e-4,3.184,0.338,45,4.296e-4,9.805,7.808,0,48.355,-6.733e-4,0.018
7.491,319.117,3.156,-9.612,33.768,3.918e-4,3.181,0.342,45,4.3e-4,9.805,8.096,0,48.898,-7.373e-4,0.018
7.501,319.148,3.06,-9.602,33.8,3.924e-4,3.178,0.345,45,4.304e-4,9.805,8.38,0,49.448,-8.193e-4,0.018
7.511,319.178,2.964,-9.6,33.831,3.93e-4,3.174,0.338,45,4.308e-4,9.805,8.485,-4.591e-7,49.991,-8.814e-4,0.017
7.521,319.207,2.868,-9.599,33.863,3.936e-4,3.171,0.331,45,4.312e-4,9.805,8.602,0,50.516,-8.854e-4,0.017
7.531,319.235,2.772,-9.597,33.895,3.942e-4,3.167,0.324,45,4.316e-4,9.805,8.732,3.066e-7,51.024,-8.343e-4,0.017
7.541,319.263,2.676,-9.595,33.926,3.948e-4,3.164,0.318,45,4.321e-4,9.805,8.876,4.371e-7,51.516,-8.431e-4,0.017
7.551,319.289,2.58,-9.592,33.958,3.954e-4,3.161,0.313,45,4.325e-4,9.805,9.039,0,51.993,-8.456e-4,0.016
7.561,319.314,2.484,-9.584,33.99,3.96e-4,3.158,0.313,45,4.329e-4,9.805,9.318,0,52.463,-9.32e-4,0.016
7.571,319.339,2.388,-9.575,34.021,3.966e-4,3.155,0.313,45,4.333e-4,9.805,9.608,0,52.933,-8.589e-4,0.016
7.581,319.362,2.293,-9.566,34.053,3.972e-4,3.152,0.313,45,4.337e-4,9.805,9.91,0,53.403,-9.258e-4,0.016
7.591,319.385,2.197,-9.557,34.084,3.978e-4,3.149,0.314,45,4.341e-4,9.805,10.224,4.018e-7,53.874,-9.122e-4,0.016
7.601,319.406,2.101,-9.548,34.116,3.984e-4,3.145,0.314,45,4.345e-4,9.805,10.55,0,54.346,-9.216e-4,0.016
7.611,319.427,2.006,-9.537,34.147,3.99e-4,3.142,0.315,45,4.349e-4,9.805,10.899,0,54.819,-9.486e-4,0.015
7.621,319.446,1.911,-9.526,34.179,3.996e-4,3.139,0.316,45,4.353e-4,9.805,11.259,0,55.296,-9.203e-4,0.015
7.631,319.465,1.815,-9.515,34.21,4.001e-4,3.136,0.318,45,4.357e-4,9.805,11.631,0,55.775,-9.257e-4,0.015
7.641,319.482,1.72,-9.503,34.241,4.007e-4,3.133,0.319,45,4.361e-4,9.805,12.013,0,56.257,-9.9e-4,0.015
7.651,319.499,1.625,-9.491,34.273,4.013e-4,3.13,0.32,45,4.365e-4,9.805,12.408,0,56.743,-0.001,0.015
7.661,319.515,1.531,-9.476,34.304,4.019e-4,3.126,0.323,45,4.369e-4,9.805,12.851,-3.275e-7,57.235,-0.001,0.015
7.671,319.53,1.436,-9.46,34.335,4.025e-4,3.123,0.327,45,4.373e-4,9.805,13.3,0,57.736,-9.623e-4,0.015
7.681,319.544,1.341,-9.444,34.366,4.031e-4,3.12,0.33,45,4.377e-4,9.805,13.754,0,58.246,-0.001,0.015
7.691,319.557,1.247,-9.427,34.397,4.036e-4,3.117,0.333,45,4.38e-4,9.805,14.213,0,58.766,-0.001,0.015
7.701,319.569,1.153,-9.41,34.429,4.042e-4,3.113,0.336,45,4.384e-4,9.805,14.677,0,59.294,-0.001,0.014
7.711,319.58,1.059,-9.391,34.46,4.048e-4,3.11,0.339,45,4.388e-4,9.805,15.15,0,59.832,-0.001,0.014
7.721,319.59,0.965,-9.373,34.491,4.054e-4,3.106,0.342,45,4.392e-4,9.805,15.625,0,60.381,-9.771e-4,0.014
7.731,319.599,0.871,-9.353,34.522,4.06e-4,3.103,0.345,45,4.396e-4,9.805,16.1,-3.474e-7,60.94,-0.001,0.014
7.741,319.607,0.778,-9.334,34.553,4.065e-4,3.1,0.347,45,4.4e-4,9.805,16.576,0,61.508,-9.674e-4,0.014
7.751,319.615,0.685,-9.313,34.584,4.071e-4,3.096,0.349,45,4.404e-4,9.805,17.05,0,62.087,-9.57e-4,0.014
7.761,319.621,0.592,-9.291,34.615,4.077e-4,3.093,0.352,45,4.408e-4,9.805,17.529,0,62.677,-9.583e-4,0.014
7.771,319.626,0.499,-9.269,34.646,4.083e-4,3.089,0.354,45,4.412e-4,9.805,18.002,0,63.28,-9.715e-4,0.014
7.781,319.631,0.406,-9.246,34.677,4.088e-4,3.085,0.356,45,4.416e-4,9.805,18.469,0,63.894,-9.364e-4,0.014
7.791,319.634,0.314,-9.223,34.707,4.094e-4,3.082,0.357,45,4.42e-4,9.805,18.929,0,64.52,-9.89e-4,0.014
7.801,319.637,0.222,-9.2,34.738,4.1e-4,3.078,0.358,45,4.424e-4,9.805,19.381,0,65.159,-9.458e-4,0.014
7.811,319.639,0.13,-9.181,34.769,4.106e-4,3.075,0.356,45,4.428e-4,9.805,19.818,0,65.804,-9.394e-4,0.014
7.821,319.64,0.038,-9.166,34.8,4.111e-4,3.071,0.352,45,4.432e-4,9.805,20.255,0,66.449,-9.462e-4,0.014
7.831,319.64,-0.053,-9.154,34.83,4.117e-4,3.068,0.346,45,4.436e-4,9.805,20.692,0,67.055,-8.949e-4,0.014
7.841,319.639,-0.145,-9.141,34.861,4.123e-4,3.064,0.341,45,4.44e-4,9.805,21.127,0,67.629,-9.449e-4,0.014
7.851,319.637,-0.236,-9.128,34.892,4.129e-4,3.061,0.335,45,4.443e-4,9.805,21.56,0,68.168,-8.927e-4,0.014
7.861,319.634,-0.327,-9.109,34.922,4.134e-4,3.058,0.332,45,4.447e-4,9.805,21.976,0,68.68,-9.02e-4,0.014
# Event APOGEE occurred at t=7.871 seconds
7.871,319.63,-0.418,-9.09,34.953,4.14e-4,3.054,0.328,45,4.451e-4,9.805,22.38,0,69.169,-9.6e-4,0.014
7.881,319.626,-0.509,-9.07,34.983,4.146e-4,3.051,0.324,45,4.455e-4,9.805,22.771,0,69.637,-9.756e-4,0.014
7.891,319.62,-0.6,-9.05,35.014,4.151e-4,3.048,0.32,45,4.459e-4,9.805,23.15,3.669e-7,70.084,-9.401e-4,0.014
7.901,319.614,-0.69,-9.029,35.044,4.157e-4,3.045,0.316,45,4.463e-4,9.805,23.512,0,70.513,-0.001,0.014
7.911,319.606,-0.78,-9.004,35.075,4.163e-4,3.041,0.313,45,4.467e-4,9.805,23.828,0,70.929,-0.001,0.014
7.921,319.598,-0.87,-8.978,35.105,4.169e-4,3.038,0.309,45,4.471e-4,9.805,24.12,0,71.337,-0.001,0.014
7.931,319.589,-0.96,-8.951,35.136,4.174e-4,3.035,0.305,45,4.474e-4,9.805,24.39,-2.967e-7,71.739,-0.001,0.014
7.941,319.579,-1.049,-8.925,35.166,4.18e-4,3.032,0.3,45,4.478e-4,9.805,24.638,4.228e-7,72.136,-0.001,0.015
7.951,319.568,-1.138,-8.898,35.196,4.186e-4,3.029,0.295,45,4.482e-4,9.805,24.86,0,72.53,-0.001,0.015
7.961,319.556,-1.227,-8.867,35.226,4.191e-4,3.026,0.291,45,4.486e-4,9.805,25.009,0,72.928,-0.001,0.015
7.971,319.543,-1.316,-8.835,35.257,4.197e-4,3.023,0.287,45,4.49e-4,9.805,25.13,0,73.335,-0.001,0.015
7.981,319.53,-1.404,-8.804,35.287,4.203e-4,3.021,0.281,45,4.494e-4,9.805,25.223,0,73.754,-0.001,0.015
7.991,319.515,-1.492,-8.772,35.317,4.208e-4,3.018,0.275,45,4.498e-4,9.805,25.287,0,74.185,-0.001,0.015
8.001,319.5,-1.579,-8.742,35.347,4.214e-4,3.015,0.268,45,4.501e-4,9.805,25.336,-6.177e-7,74.632,-0.001,0.016
8.011,319.484,-1.667,-8.728,35.377,4.22e-4,3.012,0.255,45,4.505e-4,9.805,25.572,3.872e-7,75.074,-0.001,0.016
8.021,319.467,-1.754,-8.713,35.408,4.226e-4,3.01,0.242,45,4.509e-4,9.805,25.801,0,75.496,-0.001,0.016
8.031,319.449,-1.841,-8.699,35.438,4.231e-4,3.008,0.228,45,4.513e-4,9.805,26.022,-3.835e-7,75.899,-0.001,0.016
8.041,319.43,-1.928,-8.683,35.468,4.237e-4,3.005,0.214,45,4.517e-4,9.805,26.234,0,76.285,-0.001,0.016
8.051,319.41,-2.015,-8.668,35.498,4.243e-4,3.003,0.2,45,4.521e-4,9.805,26.431,-3.671e-7,76.654,-0.001,0.016
8.061,319.389,-2.101,-8.645,35.528,4.249e-4,3.001,0.188,45,4.524e-4,9.805,26.487,0,77.02,-0.001,0.016
8.071,319.368,-2.188,-8.623,35.558,4.254e-4,3,0.175,45,4.528e-4,9.805,26.524,-5.109e-7,77.392,-0.001,0.016
8.081,319.346,-2.274,-8.601,35.588,4.26e-4,2.998,0.161,45,4.532e-4,9.805,26.542,0,77.771,-0.001,0.016
8.091,319.323,-2.36,-8.579,35.618,4.266e-4,2.996,0.147,45,4.536e-4,9.805,26.541,0,78.16,-0.001,0.016
8.101,319.299,-2.445,-8.559,35.648,4.272e-4,2.995,0.132,45,4.54e-4,9.805,26.526,0,78.56,-0.001,0.016
8.111,319.274,-2.531,-8.542,35.678,4.277e-4,2.994,0.115,45,4.544e-4,9.805,26.598,-3.221e-7,78.963,-0.001,0.016
8.121,319.248,-2.616,-8.526,35.708,4.283e-4,2.993,0.099,45,4.547e-4,9.805,26.655,0,79.366,-0.001,0.016
8.131,319.221,-2.701,-8.51,35.737,4.289e-4,2.992,0.081,45,4.551e-4,9.805,26.697,-3.716e-7,79.768,-0.001,0.017
8.141,319.194,-2.786,-8.494,35.767,4.295e-4,2.991,0.064,45,4.555e-4,9.805,26.725,0,80.172,-0.001,0.017
8.151,319.166,-2.871,-8.479,35.797,4.301e-4,2.991,0.045,45,4.559e-4,9.805,26.735,-6.253e-7,80.579,-0.001,0.017
8.161,319.136,-2.956,-8.462,35.827,4.307e-4,2.99,0.027,45,4.563e-4,9.805,26.66,-9.459e-7,80.996,-0.001,0.017
8.171,319.106,-3.04,-8.445,35.857,4.312e-4,2.99,0.009,45,4.566e-4,9.805,26.567,-7.768e-7,81.429,-0.001,0.017
8.181,319.076,-3.125,-8.43,35.887,4.318e-4,2.99,0.01,45,4.57e-4,9.805,26.457,-9.988e-7,81.879,-0.001,0.017
8.191,319.044,-3.209,-8.415,35.917,4.324e-4,2.99,0.029,45,4.574e-4,9.805,26.329,0,82.349,-0.001,0.017
8.201,319.011,-3.293,-8.401,35.947,4.33e-4,2.991,0.049,45,4.578e-4,9.805,26.187,0,82.841,-0.001,0.017
8.211,318.978,-3.377,-8.389,35.977,4.336e-4,2.991,0.069,45,4.582e-4,9.805,26.102,0,83.349,-0.001,0.017
8.221,318.944,-3.461,-8.378,36.007,4.342e-4,2.992,0.09,45,4.585e-4,9.805,26.001,4.92e-7,83.871,-0.001,0.018
8.231,318.909,-3.545,-8.367,36.037,4.348e-4,2.993,0.111,45,4.589e-4,9.805,25.883,0,84.408,-0.001,0.018
8.241,318.873,-3.628,-8.357,36.066,4.354e-4,2.994,0.133,45,4.593e-4,9.805,25.749,0,84.963,-0.001,0.018
8.251,318.836,-3.712,-8.348,36.096,4.36e-4,2.996,0.154,45,4.597e-4,9.805,25.585,-6.138e-7,85.537,-0.001,0.018
8.261,318.799,-3.795,-8.337,36.126,4.366e-4,2.997,0.174,45,4.601e-4,9.805,25.166,5.87e-7,86.152,-0.001,0.018
8.271,318.76,-3.878,-8.328,36.156,4.372e-4,2.999,0.195,45,4.604e-4,9.805,24.728,0,86.826,-0.001,0.018
8.281,318.721,-3.962,-8.32,36.186,4.378e-4,3.001,0.215,45,4.608e-4,9.805,24.271,-5.14e-7,87.563,-0.001,0.019
8.291,318.681,-4.045,-8.314,36.216,4.384e-4,3.003,0.236,45,4.612e-4,9.805,23.795,0,88.365,-0.001,0.019
8.301,318.64,-4.128,-8.31,36.246,4.39e-4,3.006,0.256,45,4.616e-4,9.805,23.319,-2.998e-7,89.235,-0.001,0.019
8.311,318.599,-4.211,-8.31,36.277,4.396e-4,3.009,0.279,45,4.62e-4,9.805,23.174,-6.236e-7,90.142,-0.001,0.019
8.321,318.556,-4.294,-8.31,36.307,4.402e-4,3.011,0.302,45,4.624e-4,9.805,23.011,9.551e-7,91.062,-0.001,0.019
8.331,318.513,-4.377,-8.311,36.337,4.408e-4,3.015,0.326,45,4.627e-4,9.805,22.831,0,91.996,-0.001,0.019
8.341,318.469,-4.46,-8.314,36.367,4.414e-4,3.018,0.349,45,4.631e-4,9.805,22.633,-1.035e-6,92.947,-0.001,0.019
8.351,318.424,-4.544,-8.317,36.397,4.42e-4,3.022,0.372,45,4.635e-4,9.805,22.406,-4.332e-7,93.918,-0.001,0.02
8.361,318.378,-4.627,-8.321,36.427,4.426e-4,3.025,0.393,45,4.639e-4,9.805,21.944,0,94.93,-0.001,0.02
8.371,318.331,-4.71,-8.327,36.458,4.433e-4,3.029,0.413,45,4.643e-4,9.805,21.461,1.285e-6,96.004,-0.001,0.02
8.381,318.283,-4.793,-8.335,36.488,4.439e-4,3.034,0.433,45,4.647e-4,9.805,20.958,-1.139e-6,97.142,-0.001,0.02
8.391,318.235,-4.877,-8.344,36.518,4.445e-4,3.038,0.453,45,4.651e-4,9.805,20.435,1.469e-6,98.346,-0.001,0.02
8.401,318.186,-4.96,-8.358,36.549,4.451e-4,3.043,0.47,45,4.654e-4,9.805,19.892,-3.984e-7,99.621,-0.001,0.02
8.411,318.136,-5.044,-8.389,36.579,4.458e-4,3.047,0.48,45,4.658e-4,9.805,19.377,-4.589e-7,100.886,-0.001,0.021
8.421,318.085,-5.128,-8.422,36.61,4.464e-4,3.052,0.488,45,4.662e-4,9.805,18.842,4.49e-7,102.116,-0.001,0.021
8.431,318.033,-5.212,-8.457,36.64,4.47e-4,3.057,0.494,45,4.666e-4,9.805,18.288,4.738e-7,103.303,-0.001,0.021
8.441,317.981,-5.297,-8.495,36.671,4.477e-4,3.062,0.498,45,4.67e-4,9.805,17.717,-1.083e-6,104.445,-0.002,0.021
8.451,317.927,-5.382,-8.534,36.701,4.483e-4,3.067,0.5,45,4.674e-4,9.805,17.12,-7.758e-7,105.539,-0.001,0.021
8.461,317.873,-5.468,-8.582,36.732,4.489e-4,3.072,0.494,45,4.678e-4,9.805,16.381,-9.31e-7,106.579,-0.002,0.022
8.471,317.818,-5.554,-8.632,36.763,4.496e-4,3.077,0.486,45,4.682e-4,9.805,15.627,0,107.557,-0.002,0.022
8.481,317.762,-5.641,-8.684,36.794,4.502e-4,3.082,0.476,45,4.686e-4,9.805,14.86,1.121e-6,108.469,-0.002,0.022
8.491,317.705,-5.728,-8.738,36.825,4.509e-4,3.087,0.463,45,4.69e-4,9.805,14.081,-1.656e-6,109.311,-0.002,0.022
8.501,317.648,-5.815,-8.792,36.855,4.515e-4,3.091,0.447,45,4.694e-4,9.805,13.294,0,110.077,-0.002,0.023
8.511,317.589,-5.903,-8.845,36.886,4.522e-4,3.095,0.431,45,4.697e-4,9.805,12.549,-4.265e-7,110.767,-0.002,0.023
8.521,317.529,-5.992,-8.898,36.917,4.528e-4,3.1,0.412,45,4.701e-4,9.805,11.795,-1.853e-6,111.375,-0.002,0.023
8.531,317.469,-6.081,-8.952,36.948,4.535e-4,3.104,0.391,45,4.705e-4,9.805,11.031,-6.053e-7,111.9,-0.002,0.023
8.541,317.408,-6.171,-9.006,36.979,4.541e-4,3.108,0.367,45,4.709e-4,9.805,10.26,-4.01e-7,112.335,-0.003,0.023
8.551,317.346,-6.262,-9.06,37.01,4.548e-4,3.111,0.341,45,4.713e-4,9.805,9.489,0,112.677,-0.003,0.024
8.561,317.283,-6.352,-9.106,37.042,4.555e-4,3.114,0.32,45,4.717e-4,9.805,8.834,6.093e-7,112.929,-0.003,0.024
8.571,317.219,-6.444,-9.151,37.073,4.561e-4,3.117,0.296,45,4.721e-4,9.805,8.173,0,113.094,-0.003,0.024
8.581,317.154,-6.535,-9.196,37.104,4.568e-4,3.12,0.27,45,4.725e-4,9.805,7.507,-6.499e-7,113.169,-0.003,0.024
8.591,317.088,-6.628,-9.24,37.135,4.575e-4,3.123,0.241,45,4.729e-4,9.805,6.836,8.117e-7,113.151,-0.004,0.024
8.601,317.021,-6.72,-9.284,37.166,4.581e-4,3.125,0.211,45,4.733e-4,9.805,6.155,-1.451e-6,113.037,-0.004,0.025
8.611,316.953,-6.813,-9.333,37.198,4.588e-4,3.127,0.17,45,4.737e-4,9.805,5.343,-2.613e-6,112.811,-0.005,0.025
8.621,316.885,-6.907,-9.38,37.229,4.595e-4,3.129,0.128,45,4.741e-4,9.805,4.531,0,112.461,-0.005,0.025
8.631,316.815,-7.001,-9.424,37.26,4.602e-4,3.13,0.084,45,4.745e-4,9.805,3.722,-5.465e-7,111.981,-0.006,0.025
8.641,316.745,-7.095,-9.466,37.292,4.608e-4,3.13,0.038,45,4.749e-4,9.805,2.917,5.255e-7,111.367,-0.008,0.026
8.651,316.673,-7.19,-9.505,37.323,4.615e-4,3.13,0.01,45,4.753e-4,9.805,2.111,-3.863e-7,110.614,-0.011,0.026
8.661,316.601,-7.285,-9.546,37.354,4.622e-4,3.13,0.065,45,4.757e-4,9.805,1.219,9.392e-7,109.706,-0.02,0.026
8.671,316.528,-7.381,-9.582,37.385,4.629e-4,3.129,0.121,45,4.761e-4,9.805,0.335,5.336e-7,109.174,-0.072,0.026
8.681,316.453,-7.477,-9.616,37.417,4.636e-4,3.128,0.18,45,4.765e-4,9.805,0.546,3.743e-7,-109.052,-0.045,0.027
8.691,316.378,-7.573,-9.649,37.448,4.643e-4,3.125,0.246,45,4.769e-4,9.805,1.419,0,-107.744,-0.017,0.027
8.701,316.302,-7.67,-9.682,37.479,4.649e-4,3.123,0.318,45,4.773e-4,9.805,2.274,-1.766e-6,-106.123,-0.011,0.027
8.711,316.225,-7.767,-9.709,37.51,4.656e-4,3.119,0.386,45,4.777e-4,9.805,3.011,-3.664e-7,-104.313,-0.008,0.027
8.721,316.147,-7.864,-9.736,37.542,4.663e-4,3.115,0.459,45,4.781e-4,9.805,3.731,4.984e-7,-102.356,-0.007,0.028
8.731,316.068,-7.962,-9.76,37.573,4.67e-4,3.11,0.536,45,4.785e-4,9.805,4.432,-2.258e-6,-100.256,-0.005,0.028
8.741,315.987,-8.059,-9.784,37.604,4.677e-4,3.104,0.617,45,4.789e-4,9.805,5.111,1.176e-6,-98.017,-0.005,0.028
8.751,315.906,-8.157,-9.805,37.635,4.684e-4,3.097,0.702,45,4.793e-4,9.805,5.769,-1.567e-6,-95.641,-0.004,0.028
8.761,315.824,-8.256,-9.826,37.666,4.691e-4,3.09,0.794,45,4.797e-4,9.805,6.432,0,-93.127,-0.003,0.029
8.771,315.741,-8.354,-9.845,37.697,4.698e-4,3.082,0.888,45,4.801e-4,9.805,7.069,0,-90.476,-0.003,0.029
8.781,315.657,-8.452,-9.862,37.727,4.705e-4,3.072,0.985,45,4.805e-4,9.805,7.678,-1.471e-6,-87.69,-0.003,0.029
8.791,315.572,-8.551,-9.878,37.758,4.712e-4,3.062,1.083,45,4.808e-4,9.805,8.258,2.191e-6,-84.774,-0.003,0.029
8.801,315.486,-8.65,-9.89,37.789,4.719e-4,3.051,1.181,45,4.812e-4,9.805,8.803,-1.157e-6,-81.733,-0.002,0.03
