# Simulation 1 (Up to date)
# 1236 data points written for 16 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mach number (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
70.287,58.056,-4.251,-0.356,83.495,180,1.856,0.161,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
70.787,55.993,-4.004,0.493,84.461,180,2.011,0.31,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.013
71.17,54.411,-4.259,-0.665,85.21,180,1.899,0.293,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
71.434,53.307,-4.115,0.543,85.729,180,2.034,0.51,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.013
71.768,51.921,-4.166,-0.151,86.417,180,2.08,0.137,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
72.268,49.852,-4.111,0.109,87.537,180,2.401,0.643,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
72.699,48.067,-4.178,-0.155,88.526,180,2.191,0.488,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
73.199,45.997,-4.102,0.151,89.598,180,2.099,0.184,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
73.699,43.921,-4.202,-0.199,90.603,180,1.921,0.356,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
74.199,41.854,-4.065,0.274,91.52,180,1.748,0.346,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
74.699,39.775,-4.253,-0.376,92.402,180,1.778,0.06,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
75.191,37.745,-3.992,0.53,93.34,180,2.033,0.518,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.013
75.504,36.463,-4.21,-0.698,93.952,180,1.886,0.468,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
75.804,35.213,-4.11,0.331,94.491,180,1.701,0.618,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
76.265,33.303,-4.183,-0.158,95.255,180,1.615,0.186,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
76.765,31.235,-4.088,0.19,96.099,180,1.762,0.294,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
77.265,29.16,-4.215,-0.254,97.028,180,1.954,0.384,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
77.723,27.265,-4.052,0.356,97.869,180,1.715,0.521,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
78.1,25.707,-4.209,-0.417,98.546,180,1.873,0.418,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
78.472,24.167,-4.089,0.321,99.222,180,1.769,0.28,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
78.972,22.091,-4.212,-0.245,100.084,180,1.681,0.176,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
79.472,20.027,-4.044,0.337,100.927,180,1.689,0.017,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
79.972,17.949,-4.27,-0.454,101.802,180,1.813,0.247,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
80.296,16.6,-4.058,0.656,102.346,180,1.545,0.826,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.013
80.568,15.481,-4.162,-0.384,102.758,180,1.478,0.247,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
80.913,14.051,-4.124,0.112,103.289,180,1.604,0.366,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
81.413,11.982,-4.154,-0.06,104.162,180,1.887,0.567,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
81.913,9.914,-4.119,0.069,105.124,180,1.96,0.146,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
82.413,7.843,-4.161,-0.084,106.049,180,1.74,0.44,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
82.913,5.776,-4.107,0.108,106.941,180,1.829,0.178,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
83.413,3.711,-4.152,-0.089,107.989,180,2.362,1.066,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
83.646,2.747,-4.123,0.123,108.51,180,2.113,1.069,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
84.121,0.785,-4.147,-0.05,109.444,180,1.823,0.61,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
# Event GROUND_HIT occurred at t=84.31 seconds
# Event SIMULATION_END occurred at t=84.31 seconds
84.31,0,-4.138,0.047,109.793,180,1.858,0.186,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
